Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,290,0,0,0,0,0,220,69,0,68,4,95,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,400,100,11,7,0,35,230,72,0,71,4,95,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,320,30,3,2,0,10,220,69,0,68,3,95,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,430,130,14,9,0,45,230,72,0,71,4,95,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,310,20,2,1,0,10,230,69,0,68,4,95,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,420,120,13,8,0,40,240,72,0,71,4,95,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,310,15,1.5,0,0,0,220,71,1,68,3,95,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,16,420,110,12,7,0,35,230,74,1,72,4,95,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,360,20,2.5,0,0,0,290,85,1,83,1,125,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,480,120,13,7,0,35,300,88,1,86,2,125,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,380,30,3,3,0,0,290,87,0,85,1,125,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,490,130,14,10,0,35,290,90,0,88,2,125,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,380,0,0,0,0,5,290,89,0,88,5,125,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,490,100,11,7,0,35,300,92,0,91,6,125,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,420,45,4.5,2.5,0,15,290,89,0,88,5,125,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,530,140,16,10,0.5,50,300,92,0,91,6,125,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,400,25,3,2,0,10,300,89,0,88,5,125,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,510,120,14,9,0,45,310,92,0,91,6,125,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,400,20,2.5,0,0,0,290,91,1,88,4,125,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Caffè Vanilla Frappuccino® Blended Coffee,24,520,120,13,7,0,35,290,94,1,91,5,125,Venti Iced,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,170,10,1.5,0,0,0,160,40,0,39,1,70,Tall,Almond,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,270,90,10,5,0,30,180,45,0,44,1,70,Tall,Almond,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,180,15,2,1.5,0,0,160,41,0,40,0,70,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,280,90,10,7,0,30,170,46,0,45,1,70,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,180,0,0,0,0,0,160,42,0,42,3,70,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,280,80,9,5,0,35,180,47,0,47,3,70,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,200,25,2.5,1.5,0,10,160,42,0,42,3,70,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,300,100,11,7,0,40,180,47,0,46,3,70,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,190,15,1.5,1,0,5,170,42,0,42,3,70,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,290,90,10,6,0,40,180,47,0,46,3,70,Tall,2% Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,200,10,1.5,0,0,0,160,43,0,42,2,70,Tall,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,12,290,90,10,6,0,30,170,49,0,47,3,70,Tall,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,250,15,1.5,0,0,0,230,57,1,56,1,100,Grande,Almond,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,380,120,14,8,0,45,250,64,1,62,2,100,Grande,Almond,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,260,20,2,2,0,0,220,59,0,58,0,100,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,390,130,14,10,0,45,240,65,0,64,1,100,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,260,0,0,0,0,0,230,60,0,60,4,100,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,390,110,12,8,0,45,240,67,0,66,4,100,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,280,30,3.5,2,0,10,230,60,0,60,3,100,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,420,140,15,9,0,55,250,67,0,66,4,100,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,270,20,2,1.5,0,10,230,60,0,60,4,100,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,410,130,14,9,0,50,250,67,0,66,4,100,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,280,15,1.5,0,0,0,220,62,0,60,3,100,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,16,410,120,14,8,0,45,240,68,0,66,4,100,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,320,20,2.5,0,0,0,300,74,1,73,1,130,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,460,130,14,8,0,45,320,81,1,79,2,130,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,340,30,3.5,3,0,0,300,76,0,75,1,130,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,470,140,15,11,0,45,320,83,0,81,1,130,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,340,0,0,0,0,5,300,79,0,78,5,130,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,470,110,12,8,0,45,320,85,0,84,6,130,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,380,45,5,3,0,15,300,78,0,78,5,130,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,510,150,17,10,0,60,320,85,0,84,6,130,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,360,25,3,2,0,10,310,78,0,78,5,130,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,500,140,15,9,0,55,330,85,0,84,6,130,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,360,20,2.5,0,0,0,290,81,1,78,5,130,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Caramel Frappuccino® Blended Coffee,24,500,130,14,8,0,45,310,88,1,84,5,130,Venti Iced,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,130,15,1.5,0,0,0,160,30,1,28,1,20,Tall,Almond,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,210,90,10,5,0,30,170,32,1,31,1,20,Tall,Almond,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,140,20,2,2,0,0,150,31,0,30,0,20,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,220,90,10,7,0,30,160,33,0,32,1,20,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,140,0,0,0,0,0,150,33,0,32,4,20,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,230,70,8,5,0,30,160,35,0,34,4,20,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,170,30,3.5,2,0,10,150,32,0,32,3,20,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,250,100,11,7,0,40,160,35,0,34,4,20,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,160,20,2,1,0,10,160,32,0,32,3,20,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,240,90,10,6,0,40,170,35,0,34,4,20,Tall,2% Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,160,15,1.5,0,0,0,150,34,0,32,3,20,Tall,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,12,240,90,10,5,0,30,160,36,1,34,3,20,Tall,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,200,20,2,0,0,0,220,45,1,43,1,40,Grande,Almond,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,310,120,13,7,0,40,230,49,1,47,2,40,Grande,Almond,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,210,25,2.5,2.5,0,0,210,47,0,46,1,40,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,330,130,14,10,0,40,220,50,0,49,1,40,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,210,0,0,0,0,5,210,49,0,48,5,40,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,330,100,11,7,0,45,220,53,0,50,5,40,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,250,40,4,2.5,0,15,210,49,0,48,4,40,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,360,140,15,9,0,55,220,52,0,51,5,40,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,230,25,2.5,1.5,0,10,220,49,0,48,4,40,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,350,120,14,8,0,50,230,52,0,50,5,40,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,240,20,2,0,0,0,210,51,1,48,4,40,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,16,350,120,13,7,0,40,220,54,1,51,4,40,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,270,30,3.5,0,0,0,320,60,1,57,1,45,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,380,130,14,7,0,40,330,63,1,61,2,45,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,290,40,4.5,4,0,0,300,63,0,61,1,45,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,400,140,16,11,0,40,310,66,0,64,1,45,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,290,0,0,0,0,5,310,66,0,65,7,40,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,410,100,11,7,0,45,320,70,0,67,8,45,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,350,60,7,4,0,20,310,66,0,65,7,45,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,460,160,18,11,0.5,60,320,69,0,67,7,45,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,330,35,4,2,0,15,320,66,0,65,7,45,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,440,140,15,9,0,60,330,69,0,67,8,45,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,330,30,3.5,0,0,0,300,69,1,65,6,45,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Chai Crème Frappuccino® Blended Crème,24,440,130,14,7,0,40,310,72,1,68,7,45,Venti Iced,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,150,10,1.5,0,0,0,160,34,0,33,1,70,Tall,Almond,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,160,15,2,1.5,0,0,150,36,0,35,0,70,Tall,Coconut,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,160,0,0,0,0,0,160,36,0,36,3,70,Tall,Nonfat milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,180,25,2.5,1.5,0,10,160,36,0,36,3,70,Tall,Whole Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,170,15,1.5,1,0,5,160,36,0,36,3,70,Tall,2% Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,12,170,10,1.5,0,0,0,150,37,0,36,2,70,Tall,Soy (United States),
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,210,15,1.5,0,0,0,220,48,1,47,1,95,Grande,Almond,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,220,20,2,2,0,0,210,50,0,49,0,95,Grande,Coconut,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,220,0,0,0,0,0,210,51,0,50,4,95,Grande,Nonfat milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,240,30,3,2,0,10,220,50,0,50,3,95,Grande,Whole Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,230,15,2,1,0,10,220,50,0,50,3,95,Grande,2% Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,16,230,15,1.5,0,0,0,210,52,0,50,3,95,Grande,Soy (United States),
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,290,25,2.5,0,0,0,310,67,1,65,1,130,Venti Iced,Almond,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,310,30,3.5,3,0,0,300,69,0,68,1,130,Venti Iced,Coconut,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,310,0,0,0,0,5,300,70,0,69,6,130,Venti Iced,Nonfat milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,350,45,5,3,0,15,300,70,0,69,5,130,Venti Iced,Whole Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,330,30,3,1.5,0,10,310,70,0,69,5,130,Venti Iced,2% Milk,
frappuccino-blended-beverages,Coffee Frappuccino® Blended Coffee,24,330,20,2.5,0,0,0,300,73,1,70,5,130,Venti Iced,Soy (United States),
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,180,40,4.5,2.5,0,0,190,35,2,32,2,10,Tall,Almond,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,270,110,13,7,0,30,200,39,2,35,2,10,Tall,Almond,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,200,45,5,4.5,0,0,190,37,2,34,1,10,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,280,120,13,9,0,30,190,41,2,37,2,10,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,200,25,3,2.5,0,0,190,39,2,36,5,10,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,280,100,11,7,0,30,200,42,2,39,5,10,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,220,60,6,4,0,10,190,38,2,35,4,10,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,310,130,14,9,0,40,200,42,2,38,5,10,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,210,45,5,3.5,0,10,190,38,2,35,5,10,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,300,120,13,9,0,40,200,42,2,38,5,10,Tall,2% Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,210,40,4.5,2.5,0,0,180,40,2,36,4,10,Tall,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,12,300,110,13,7,0,30,190,44,2,39,5,10,Tall,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,250,60,6,3.5,0,0,260,49,3,44,2,15,Grande,Almond,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,380,160,18,10,0,40,270,54,3,49,3,15,Grande,Almond,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,270,60,7,6,0,0,250,51,2,46,2,15,Grande,Coconut,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,390,160,18,13,0,40,260,56,3,51,3,15,Grande,Coconut,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,270,35,4,3,0,5,250,53,2,49,6,15,Grande,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,390,140,15,10,0,45,270,58,2,52,7,15,Grande,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,300,80,8,6,0,15,260,53,2,49,6,15,Grande,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,420,180,20,13,0,55,270,57,2,52,7,15,Grande,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,290,60,7,5,0,10,260,53,2,49,6,15,Grande,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,410,160,18,12,0,50,270,57,2,52,7,15,Grande,2% Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,290,60,6,3.5,0,0,250,55,3,49,5,15,Grande,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,16,410,160,17,10,0,40,260,60,3,53,6,15,Grande,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,340,80,9,4.5,0,0,350,65,4,59,3,20,Venti Iced,Almond,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,460,180,20,11,0,40,360,70,4,63,4,20,Venti Iced,Almond,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,360,90,10,8,0,0,340,68,3,62,3,20,Venti Iced,Coconut,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,480,190,21,15,0,40,350,73,3,67,3,20,Venti Iced,Coconut,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,360,50,6,4,0,5,350,71,3,66,9,20,Venti Iced,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,480,150,17,11,0,45,360,76,3,69,9,20,Venti Iced,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,410,110,12,8,0,20,350,71,3,65,8,20,Venti Iced,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,540,210,23,15,0.5,60,360,76,3,69,9,20,Venti Iced,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,390,80,9,7,0,15,360,71,3,65,9,20,Venti Iced,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,510,180,21,14,0.5,55,370,76,3,69,9,20,Venti Iced,2% Milk,Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,400,80,8,4.5,0,0,340,74,4,66,8,20,Venti Iced,Soy (United States),No Whipped Cream
frappuccino-blended-beverages,Double Chocolaty Chip Crème Frappuccino® Blended Crème,24,520,180,20,12,0,40,350,79,4,70,8,20,Venti Iced,Soy (United States),Whipped Cream
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,140,5,1,0,0,0,140,33,0,31,1,130,Tall,Almond,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,150,10,1,1,0,0,135,34,0,32,1,130,Tall,Coconut,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,150,0,0,0,0,0,135,34,0,33,2,130,Tall,Nonfat milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,160,15,1.5,1,0,5,140,34,0,33,2,130,Tall,Whole Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,150,10,1,0,0,5,140,34,0,33,2,130,Tall,2% Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,12,150,5,1,0,0,0,135,35,0,33,2,130,Tall,Soy (United States),
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,210,10,1,0,0,0,210,48,0,47,1,165,Grande,Almond,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,220,15,1.5,1.5,0,0,200,50,0,48,1,165,Grande,Coconut,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,210,0,0,0,0,0,200,50,0,49,3,165,Grande,Nonfat milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,230,20,2.5,1.5,0,5,200,50,0,48,3,165,Grande,Whole Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,220,15,1.5,0.5,0,5,210,50,0,48,3,165,Grande,2% Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,16,230,10,1,0,0,0,200,51,0,49,3,165,Grande,Soy (United States),
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,270,15,2,0,0,0,280,62,1,60,1,185,Venti Iced,Almond,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,280,25,2.5,2.5,0,0,270,64,0,62,1,185,Venti Iced,Coconut,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,280,0,0,0,0,0,270,65,0,63,5,185,Venti Iced,Nonfat milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,310,35,4,2,0,10,270,65,0,63,4,185,Venti Iced,Whole Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,300,20,2.5,1,0,10,280,65,0,63,5,185,Venti Iced,2% Milk,
frappuccino-blended-beverages,Espresso Frappuccino® Blended Coffee,24,300,15,2,0,0,0,270,67,1,64,4,185,Venti Iced,Soy (United States),
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,220,35,4,2,0,0,180,45,2,41,2,75,Tall,Almond,No Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,310,110,12,7,0,30,190,49,2,45,2,75,Tall,Almond,Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,230,40,4.5,3.5,0,0,180,46,2,43,1,75,Tall,Coconut,No Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,320,110,13,9,0,30,180,50,2,46,2,75,Tall,Coconut,Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,230,25,3,2,0,0,180,47,2,44,4,75,Tall,Nonfat milk,No Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,320,100,11,7,0,30,190,51,2,47,4,75,Tall,Nonfat milk,Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,250,50,5,3.5,0,10,180,47,2,44,4,75,Tall,Whole Milk,No Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,340,120,13,9,0,35,190,51,2,47,4,75,Tall,Whole Milk,Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,240,40,4.5,3,0,5,180,47,2,44,4,75,Tall,2% Milk,No Whipped Cream
frappuccino-blended-beverages,Java Chip Frappuccino® Blended Coffee,12,330,110,12,6,0,35,190,51,2,47,4,75,Tall,2% Milk,Whipped Cream
